Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
2014,"POPL","Modular reasoning about concurrent higher-order imperative programs - Lars Birkedal",0.0591717126,0.0591717163,115.8842441963,93.8214799543,0.0591717067,128.0243530105,0.0591717067,118.5066094446,0.0591717067,0.0591717071
2014,"POPL","A galois connection calculus for abstract interpretation - Patrick` Cousot Radhia Cousot",560.3678744980,9.7414095517,0.0591717089,0.0591717136,0.0591717098,50.9753622127,0.0591717098,398.8262190033,0.0591717098,118.3849930442
2014,"POPL","NetKAT - Carolyn Jane Anderson Nate Foster Arjun Guha Jean-Baptiste Jeannin Dexter Kozen Cole Schlesinger David Walker",0.0591717092,707.1893233969,342.0118590035,3795.9286485171,0.0591717071,0.0591717114,0.0591717071,1231.5202372260,0.0591717071,271.6457901765
2014,"POPL","Bias-variance tradeoffs in program analysis - Rahul Sharma Aditya V. Nori Alex Aiken",0.0591717075,0.0591717098,0.0591717119,0.0591717112,0.0591717085,71.2062404907,0.0591717085,392.7997287047,0.0591717085,5131.1715457006
2014,"POPL","Abstract satisfaction - Vijay D'Silva Leopold Haller Daniel Kroening",154.1247429389,0.0591717109,0.0591717064,141.4139308522,0.0591717045,118.1194196208,0.0591717045,4742.3925355102,0.0591717045,814.2452294090
2014,"POPL","Proofs that count - Azadeh Farzan Zachary Kincaid Andreas Podelski",0.0591717078,0.0591717098,685.5496813553,0.0591717103,0.0591717038,0.0591717149,0.0591717038,5037.7084695707,0.0591717038,708.9193639818
2014,"POPL","A verified information-flow architecture - Arthur Azevedo de Amorim Nathan Collins Andr&#233; DeHon Delphine Demange C&#259;t&#259;lin Hri&#355;cu David Pichardie Benjamin C. Pierce Randy Pollack Andrew Tolmach",32.4682477745,542.9676313267,6172.7911026127,0.0591717124,0.0591717075,963.3793030455,0.0591717075,635.6895735538,0.0591717075,0.0591717138
2014,"POPL","CakeML - Ramana Kumar Magnus O. Myreen Michael Norrish Scott Owens",468.9584837841,0.0591717144,2260.5273122685,2098.0598979091,96.8457465288,2139.5015135424,96.8457465288,167.8889263458,96.8457465288,0.0591717113
2014,"POPL","Probabilistic relational verification for cryptographic implementations - Gilles Barthe C&#233;dric Fournet Benjamin Gr&#233;goire Pierre-Yves Strub Nikhil Swamy Santiago Zanella-B&#233;guelin",0.0591717081,1932.8459049424,172.1917601222,2937.2669050158,0.0591717076,1142.4712285135,0.0591717076,1004.8155556285,0.0591717076,168.7636758088
2014,"POPL","Bridging boolean and quantitative synthesis using smoothed proof search - Swarat Chaudhuri Martin Clochard Armando Solar-Lezama",0.0591717077,0.0591717067,0.0591717083,713.5197043757,0.0591717059,0.0591717093,0.0591717059,412.2592382320,0.0591717059,4527.3985723048
