Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
1986,"POPL","Remote attribute updating for language-based editors - Thomas W. Reps Carla Marceau Tim Teitelbaum",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Dynamically bypassing copy rule chains in attribute grammars - Roger Hoover",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","High-quality code generation via bottom-up tree pattern matching - Philip J. Hatcher Thomas W. Christopher",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","A parallel language and its compilation to multiprocessor machines or VLSI - Marina C. Chen",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Towards programming with knowledge expressions - Reino Kurki-Suonio",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Limitations of synchronous communication with static process structure in languages for distributed computing - Barbara Liskov Maurice Herlihy Lucy Gilbert",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Atomic data abstractions in a distributed collaborative editing system - Irene Greif Robert Seliger William E. Weihl",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","A really abstract concurrent model and its temporal logic - Howard Barringer Ruurd Kuiper Amir Pnueli",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Expressing interesting properties of programs in propositional temporal logic - Pierre Wolper",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Operational semantics of a parallel object-oriented language - Pierre America Jaco de Bakker Joost N. Kok Jan J. M. M. Rutten",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Equational logic programming - Jia-Huai You P. A. Subrahmanyam",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Logic and inheritance - Hassan A&#239;t-Kaci Roger Nasr",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Global storage allocation in attribute evaluation - Takuya Katayama Hisashi Sasaki",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Unification in many-sorted algebras as a device for incremental semantic analysis - Gregor Snelting Wolfgang Henhapl",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Distributed data structures in Linda - Nicholas Carriero David Gelernter Jerrold Leichter",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Para-functional programming - Paul Hudak Lauren Smith",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Annotations for distributed programming in logic - Raghu Ramakrishnan Abraham Silberschatz",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Representation independence and data abstraction - John C. Mitchell",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Using dependent types to express modular structure - David B. MacQueen",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Type is not a type - Albert R. Meyer Mark B. Reinhold",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Data flow analysis of applicative programs using minimal function graphs - Neil D. Jones Alan Mycroft",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","A mechanically certified theorem about optimal concurrency of sorting networks - Christian Lengauer Chua-Huang Huang",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Executable specifications with quantifiers in the FASE system - Stan Jefferson Samuel N. Kamin",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Finding the source of type errors - Mitchell Wand",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","A maximum-flow approach to anomaly isolation in unification-based incremental type inference - Gregory F. Johnson Janet A. Walz",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Hierarchical VLSI design systems based on attribute grammars - Larry G. Jones Janos Simon",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Code motion of control structures in high-level languages - Ron Cytron Andy Lowry F. Kenneth Zadeck",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Compilers and staging transformations - Ulrik J&#248;rring William L. Scherlis",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Higher-order strictness analysis in untyped lambda calculus - Paul Hudak Jonathan Young",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1986,"POPL","Retargetable high-level alias analysis - Deborah S. Coutant",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Specification and verification of concurrent programs by A<inline-equation><f>&forall;</f></inline-equation>automata - Z. Manna A. Pnueli",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Axioms for concurrent objects - M. P. Herlihy J. M. Wing",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Strictness analysis and denotational abstract interpretation - F. Nielson",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Compiling strictness into streams - C. V. Hall D. S. Wise",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","On strictness and its analysis - T.-M. Kuo P. Mishra",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","A logic for partially specified data structures - M. D. Moshier W. C. Rounds",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","An improvement to bottom-up tree pattern matching - D. R. Chase",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","LUSTRE: a declarative language for real-time programming - P. Caspi D. Pilaud N. Halbwachs J. A. Plaice",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Appraising fairness in distributed languages - K. R. Apt N. Francez S. Katz",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Concurrent transition system semantics of process networks - E. W. Stark",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Semantics for concurrency without powerdomains - F. J. Oles",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Full abstraction of a real-time denotational semantics for an OCCAM-like language - C. Huizing R. Gerth W. P. deRoever",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Completeness and incompleteness of trace-based network proof systems - J. Widom D. Gries F. B. Schneider",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Computable values can be classical - V. Breazu-Tannen A. R. Meyer",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Skinny and fleshy failures of relative completeness - D. Leivant T. Fernando",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Empty types in polymorphic lambda calculus - A. R. Meyer J. C. Mitchell E. Moggi R. Statman",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Scheduling arithmetic and load operations in parallel with no spilling - D. Bernstein J. M. Jaffe M. Rodeh",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Computation of aliases and support sets - A. Neirynck A. J. Demers",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","A realistic compiler generator based on high-level semantics: another progress report - P. Lee U. Pleban",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Extensions for multi-module records in conventional programming languages - D. R. Cheriton M. E. Wolf",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Views: a way for pattern matching to cohabit with data abstraction - P. Wadler",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","A calculus for assignments in higher-order languages - Mattias Felleisen D. P. Friedman",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Semantic parallelization: a practical exercise in abstract interpretation - P. Jouvelot",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","The concurrent logic programming language CP: Definition and operational semantics - V. A. Saraswat",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Automatic decomposition of scientific programs for parallel execution - r. Allen D. Callahan K. Kennedy",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Macro-by-example: Deriving syntactic transformations from their specifications - E. E. Kohlbecker M. Wand",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Binding performance at language design time - J. Cai R. Paige",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Environments as first class objects - D. Gelernter S. Jagannathan T. London",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1987,"POPL","Constraint logic programming - J. Jaffar J.-L. Lassez",0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051,0.0442899051
1984,"POPL","Expressional loops - Richard C. Waters",0.0442899052,0.0442899052,67.1175999334,0.0442899052,0.0442899052,3271.1975480897,1148.0806470222,0.0442899052,35.7813645746,0.0442899052
1984,"POPL","Grids - Harold L. Ossher",0.0442899052,0.0442899052,1648.8088947562,0.0442899052,1451.9091618402,61.3405674667,279.7950816158,93.3677438461,0.0442899052,0.0442899052
1984,"POPL","Constraining-unification and the programming language unicorn - Robert G. Bandes",0.0442899052,7.4144584333,0.0442899052,25.1502505888,0.0442899052,0.0442899052,1396.1242196204,160.1604690220,111.3720518605,0.0442899052
1984,"POPL","Implementation of an interpreter for abstract equations - Christoph M. Hoffmann Michael J. O`Donnell",0.0442899052,0.0442899052,26.2721536183,0.0442899052,0.0442899052,0.0442899052,212.9783174931,2880.8389757169,1059.0877127914,0.0442899052
