Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19
2001,"POPL","Programming language methods in computer security - John C. Mitchell",0.0362387941,0.0362387941,793.2527334734,0.0362387941,0.0362387941,84.1273574651,0.0362387941,0.0362387941,84.1273574651,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,44.6375067726
2001,"POPL","Extensionality and intensionality of the ambient logics - Davide Sangiorgi",0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,839.2090550429,0.0362387941,694.0155912859,839.2090550429,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,178.7112538045,0.0362387941
2001,"POPL","Mobile values, new names, and secure communication - Martín Abadi, Cédric Fournet",0.0362387941,18.9994356781,1426.0418021764,0.0362387941,0.0362387941,753.2529268879,0.0362387941,0.0362387941,753.2529268879,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,1443.6341023401,0.0362387941
2001,"POPL","Nomadic pict: correct communication infrastructure for mobile computation - Asis Unyapoth, Peter Sewell",35.4523004288,63.6420368946,0.0362387941,0.0362387941,0.0362387941,1768.1503499599,0.0362387941,0.0362387941,1768.1503499599,0.0362387941,0.0362387941,0.0362387941,0.0362387941,230.4500884001,31.7195022881,0.0362387941,0.0362387941,35.4523004288,83.0312280755,112.2779927110
2001,"POPL","A generic type system for the Pi-calculus - Atsushi Igarashi, Naoki Kobayashi",0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,1203.1776699928,0.0362387941,45.4180850475,1203.1776699928,45.3884367128,62.7726148756,0.0362387941,0.0362387941,543.3542759403,0.0362387941,16.8280019840,0.0362387941,0.0362387941,1370.1731558069,0.0362387941
2001,"POPL","Oracle-based checking of untrusted software - George C. Necula, S. P. Rahul",0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,10.6400907165,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,338.4323868717,0.0362387941,0.0362387941,0.0362387941
2001,"POPL","Stratified operational semantics for safety and correctness of the region calculus - Cristiano Calcagno",0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,3365.0362387941,0.0362387941,0.0362387941,0.0362387941
2001,"POPL","Type-preserving garbage collectors - Daniel C. Wang, Andrew W. Appel",0.0362387941,3812.2560872297,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,932.0050909969,0.0362387941,0.0362387941,0.0362387941,18.8475381557,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941
2001,"POPL","A compiler technique for improving whole-program locality - Mahmut Taylan Kandemir",0.0362387941,0.0362387941,0.0362387941,0.0362387941,34.6319957513,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,5194.6664810579,204.8102395731,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941
2001,"POPL","Avoiding exponential explosion: generating compact verification conditions - Cormac Flanagan, James B. Saxe",0.0362387941,163.8361710425,0.0362387941,0.0362387941,199.2082753171,0.0362387941,0.0362387941,57.2165341994,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,43.9239066051,145.8659827325,2443.7441434806,0.0362387941,0.0362387941,168.4586581814,0.0362387941
2001,"POPL","What packets may come: automata for network monitoring - Karthikeyan Bhargavan, Satish Chandra, Peter J. McCann, Carl A. Gunter",0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,152.0655950891,0.0362387941,0.0362387941,152.0655950891,0.0362387941,0.0362387941,0.0362387941,924.6054253188,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,0.0362387941,4296.4083396793
