Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
1986,"POPL","Remote attribute updating for language-based editors - Thomas W. Reps, Carla Marceau, Tim Teitelbaum",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,66.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Retargetable high-level alias analysis - Deborah S. Coutant",0.0327339492,0.0327339492,0.0327339492,70.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","High-quality code generation via bottom-up tree pattern matching - Philip J. Hatcher, Thomas W. Christopher",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,72.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","A parallel language and its compilation to multiprocessor machines or VLSI - Marina C. Chen",0.0327339492,0.0327339492,8.2661230885,14.7244947839,40.5934217993,27.5468961251,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Towards programming with knowledge expressions - Reino Kurki-Suonio",0.0327339492,0.0327339492,68.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Limitations of synchronous communication with static process structure in languages for distributed computing - Barbara Liskov, Maurice Herlihy, Lucy Gilbert",7.0539299218,0.0327339492,64.0115379766,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Atomic data abstractions in a distributed collaborative editing system - Irene Greif, Robert Seliger, William E. Weihl",0.0327339492,0.0327339492,31.6934131673,0.0327339492,0.0327339492,0.0327339492,35.1914591892,4.2133294911,0.0327339492,0.0327339492
1986,"POPL","A really abstract concurrent model and its temporal logic - Howard Barringer, Ruurd Kuiper, Amir Pnueli",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,41.8715027561,0.0327339492,0.0327339492,0.0327339492,34.1939651424
1986,"POPL","Expressing interesting properties of programs in propositional temporal logic - Pierre Wolper",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,37.0327339492
1986,"POPL","Operational semantics of a parallel object-oriented language - Pierre America, Jaco de Bakker, Joost N. Kok, Jan J. M. M. Rutten",0.0327339492,8.7534416988,40.3120261996,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Equational logic programming: an extension to equational programming - Jia-Huai You, P. A. Subrahmanyam",0.0327339492,0.0327339492,44.8703296541,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,10.1951382443
1986,"POPL","Dynamically bypassing copy rule chains in attribute grammars - Roger Hoover",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,52.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Logic and inheritance - Hassan Aït-Kaci, Roger Nasr",0.0327339492,0.0327339492,0.0327339492,32.2945120267,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,6.7709558717
1986,"POPL","Unification in many-sorted algebras as a device for incremental semantic analysis - Gregor Snelting, Wolfgang Henhapl",0.0327339492,0.0327339492,6.9872660200,0.0327339492,0.0327339492,0.0327339492,0.0327339492,45.1392048033,38.9717310243,0.0327339492
1986,"POPL","Distributed data structures in Linda - Nicholas Carriero, David Gelernter, Jerrold Leichter",0.0327339492,0.0327339492,45.0620596923,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,43.0034082061
1986,"POPL","Para-functional programming: a paradigm for programming multiprocessor systems - Paul Hudak, Lauren Smith",0.0327339492,0.0327339492,50.2167976883,15.1269094821,21.7544946772,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Annotations for distributed programming in logic - Raghu Ramakrishnan, Abraham Silberschatz",0.0327339492,0.0327339492,24.2327858960,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,8.8326820024
1986,"POPL","Representation independence and data abstraction - John C. Mitchell",0.0327339492,49.8463323783,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,21.2191355201,0.0327339492,0.0327339492
1986,"POPL","Using dependent types to express modular structure - David B. MacQueen",0.0327339492,0.0327339492,71.8073942678,0.0327339492,0.0327339492,0.0327339492,0.0327339492,11.2580736306,0.0327339492,0.0327339492
1986,"POPL","\"Type\" is not a type - Albert R. Meyer, Mark B. Reinhold",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,51.1129048639,0.0327339492,18.9525630345
1986,"POPL","Data flow analysis of applicative programs using minimal function graphs - Neil D. Jones, Alan Mycroft",0.0327339492,0.0327339492,0.0327339492,0.0327339492,14.0438699023,0.0327339492,0.0327339492,0.0327339492,37.0215979961,0.0327339492
1986,"POPL","A mechanically certified theorem about optimal concurrency of sorting networks - Christian Lengauer, Chua-Huang Huang",0.0327339492,0.0327339492,10.8125037065,16.8326769705,29.4530211706,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Global storage allocation in attribute evaluation - Takuya Katayama, Hisashi Sasaki",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,20.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Finding the source of type errors - Mitchell Wand",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,56.0327339492,0.0327339492,0.0327339492
1986,"POPL","A maximum-flow approach to anomaly isolation in unification-based incremental type inference - Gregory F. Johnson, Janet A. Walz",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,169.0327339492,0.0327339492,0.0327339492
1986,"POPL","Hierarchical VLSI design systems based on attribute grammars - Larry G. Jones, Janos Simon",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,121.5838184628,0.0327339492,0.0327339492,1.4816494356
1986,"POPL","Code motion of control structures in high-level languages - Ron Cytron, Andy Lowry, F. Kenneth Zadeck",0.0327339492,0.0327339492,0.0327339492,118.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Compilers and staging transformations - Ulrik Jørring, William L. Scherlis",0.0327339492,0.0327339492,0.0327339492,72.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1986,"POPL","Higher-order strictness analysis in untyped lambda calculus - Paul Hudak, Jonathan Young",0.0327339492,0.0327339492,0.0327339492,0.0327339492,55.8428942015,0.0327339492,0.0327339492,0.0327339492,24.9602794440,6.2950282021
1987,"POPL","Specification and verification of concurrent programs by A∀automata - Z. Manna, A. Pnueli",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,35.7158549800,0.0327339492,0.0327339492,0.0327339492,15.3496129184
1987,"POPL","Constraint logic programming - J. Jaffar, J.-L. Lassez",0.0327339492,0.0327339492,16.2630249397,35.2826527839,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,36.5525241241
1987,"POPL","Strictness analysis and denotational abstract interpretation - F. Nielson",0.0327339492,30.1792802631,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,27.8861876353,0.0327339492
1987,"POPL","Compiling strictness into streams - C. V. Hall, D. S. Wise",0.0327339492,0.0327339492,0.0327339492,1.9994279855,0.0327339492,0.0327339492,0.0327339492,0.0327339492,1.0660399129,0.0327339492
1987,"POPL","On strictness and its analysis - T.-M. Kuo, P. Mishra",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,29.2888902730,59.7765776254,0.0327339492
1987,"POPL","A logic for partially specified data structures - M. D. Moshier, W. C. Rounds",0.0327339492,0.0327339492,0.0327339492,1.8942182511,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,3.1712496473
1987,"POPL","An improvement to bottom-up tree pattern matching - D. R. Chase",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,5.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","LUSTRE: a declarative language for real-time programming - P. Caspi, D. Pilaud, N. Halbwachs, J. A. Plaice",0.0327339492,6.4659501304,15.8217520944,14.9775414766,0.0327339492,0.0327339492,0.0327339492,3.8656920955,0.0327339492,0.0327339492
1987,"POPL","Appraising fairness in distributed languages - K. R. Apt, N. Francez, S. Katz",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,61.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Concurrent transition system semantics of process networks - E. W. Stark",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,88.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Semantics for concurrency without powerdomains - F. J. Oles",0.0327339492,3.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Axioms for concurrent objects - M. P. Herlihy, J. M. Wing",0.0327339492,13.8617704569,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,35.2036974415
1987,"POPL","Full abstraction of a real-time denotational semantics for an OCCAM-like language - C. Huizing, R. Gerth, W. P. deRoever",0.0327339492,30.9658431923,29.0996247061,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Computable values can be classical - V. Breazu-Tannen, A. R. Meyer",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,12.7276796111,0.0327339492,54.3377882873
1987,"POPL","Skinny and fleshy failures of relative completeness - D. Leivant, T. Fernando",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,175.0327339492
1987,"POPL","Empty types in polymorphic lambda calculus - A. R. Meyer, J. C. Mitchell, E. Moggi, R. Statman",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,7.8967589351,0.0327339492,46.6130200812,0.0327339492,18.5884228313
1987,"POPL","Scheduling arithmetic and load operations in parallel with no spilling - D. Bernstein, J. M. Jaffe, M. Rodeh",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,38.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Computation of aliases and support sets - A. Neirynck, A. J. Demers",0.0327339492,29.9657093838,0.0327339492,0.0327339492,11.3538023859,0.0327339492,3.0585595763,1.7528644509,0.0327339492,0.0327339492
1987,"POPL","A realistic compiler generator based on high-level semantics: another progress report - P. Lee, U. Pleban",0.0327339492,24.9375316411,0.0327339492,29.1279362573,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492
1987,"POPL","Extensions for multi-module records in conventional programming languages - D. R. Cheriton, M. E. Wolf",0.0327339492,0.0327339492,17.5663029102,0.0327339492,0.0327339492,0.0327339492,0.0327339492,30.3635545146,15.1683444228,0.0327339492
1987,"POPL","Views: a way for pattern matching to cohabit with data abstraction - P. Wadler",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,39.6934403093,0.0327339492,5.3720275891,0.0327339492,0.0327339492
1987,"POPL","Completeness and incompleteness of trace-based network proof systems - J. Widom, D. Gries, F. B. Schneider",0.0327339492,0.0327339492,0.0327339492,0.0327339492,0.0327339492,10.4010151153,0.0327339492,0.0327339492,0.0327339492,30.6644527831
