Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49
2001,"POPL","Programming language methods in computer security - John C. Mitchell",0.0227759387,0.0227759387,147.2540983530,52.0232822610,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,154.5419696403,0.0227759387,630.2010925821,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,22.0934368569,0.0227759387,0.0227759387,0.0227759387,0.0227759387
2001,"POPL","Extensionality and intensionality of the ambient logics - Davide Sangiorgi",0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,469.3523699343,0.0227759387,0.0227759387,0.0227759387,0.0227759387,160.3954665756,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,71.3684438498,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,71.3684438498,0.0227759387,0.0227759387,0.0227759387,0.0227759387,1761.7578843887,16.8940470338
2001,"POPL","Mobile values, new names, and secure communication - Martín Abadi, Cédric Fournet",0.0227759387,0.0227759387,0.0227759387,25.9803680029,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,16.3247382445,0.0227759387,0.0227759387,45.8828153982,0.0227759387,0.0227759387,0.0227759387,0.0227759387,20.4439733107,0.0227759387,2303.0007730848,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,350.3490071188,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,350.3490071188,0.0227759387,0.0227759387,0.0227759387,0.0227759387,1282.8515252307,0.0227759387
2001,"POPL","Nomadic pict: correct communication infrastructure for mobile computation - Asis Unyapoth, Peter Sewell",0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,6.4189979035,0.0227759387,0.0227759387,6.4189979035,141.4081427837,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,358.2655902079,0.0227759387,0.0227759387,67.1786857272,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,23.5144614289,0.0227759387,3524.9545556160,0.0227759387
2001,"POPL","A generic type system for the Pi-calculus - Atsushi Igarashi, Naoki Kobayashi",14.7701027615,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,120.2040163512,0.0227759387,0.0227759387,340.8087367637,734.1111271810,0.0227759387,48.6804912878,0.0227759387,14.7701027615,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,93.8681700478,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,3122.9694603548,0.0227759387
2001,"POPL","Oracle-based checking of untrusted software - George C. Necula, S. P. Rahul",0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,339.4633723156,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,9.5821795617,0.0227759387,0.0227759387
2001,"POPL","Stratified operational semantics for safety and correctness of the region calculus - Cristiano Calcagno",0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,3365.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387
2001,"POPL","Type-preserving garbage collectors - Daniel C. Wang, Andrew W. Appel",0.0227759387,2959.3039494424,0.0227759387,0.0227759387,0.0227759387,0.0227759387,336.1543058411,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,14.3593917960,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,27.7025616319,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,73.0394470378,1352.5769998829,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387
2001,"POPL","A compiler technique for improving whole-program locality - Mahmut Taylan Kandemir",0.0227759387,0.0227759387,0.0227759387,29.9407693971,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,344.6420947906,0.0227759387,0.0227759387,3859.2351344142,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,1031.3503802067,0.0227759387,168.9455008849
2001,"POPL","Avoiding exponential explosion: generating compact verification conditions - Cormac Flanagan, James B. Saxe",37.8963833405,122.1051640085,0.0227759387,115.5061484360,284.9746927910,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,1885.9818062691,0.0227759387,37.8963833405,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,137.0759253402,0.0227759387,0.0227759387,0.0227759387,0.0227759387,108.9274562782,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,0.0227759387,104.7798176772,255.2695798693,0.0227759387,99.5799278627,0.0227759387,32.2800260508
