Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99
2001,"POPL","Programming language methods in computer security - John C. Mitchell",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,3.1546592635,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,13.3583654794,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,4.1038101166,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.4434936780,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Efficient deductive methods for program analysis - Harald Ganzinger",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,5.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Mobile values, new names, and secure communication - Martín Abadi, Cédric Fournet",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.3447828250,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,4.0730132381,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,14.5442762100,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,5.3118222632,0.0150821344,0.0150821344,0.0150821344,0.0150821344,5.3978542206,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.2110606573,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,10.2227655264,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Nomadic pict: correct communication infrastructure for mobile computation - Asis Unyapoth, Peter Sewell",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.4284412422,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.3654282345,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,67.7590608089,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.1418904522,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,29.3805899340,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","A generic type system for the Pi-calculus - Atsushi Igarashi, Naoki Kobayashi",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,18.2908123161,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,18.8248367316,0.0150821344,0.0150821344,0.0150821344,0.0150821344,14.9295973555,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Oracle-based checking of untrusted software - George C. Necula, S. P. Rahul",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,14.0367540046,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,8.5305525524,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.2542246788,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.6775509075,0.0150821344,1.3938466603,0.0150821344,0.0150821344,8.9226536613,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,22.6320657273,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,20.6730088829,0.0150821344,0.0150821344
2001,"POPL","Stratified operational semantics for safety and correctness of the region calculus - Cristiano Calcagno",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,7.1190287930,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,3.0660154272,0.0150821344,0.0150821344,10.5390234172,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,43.6443739729,0.0150821344,0.0150821344,3.9456719631,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,4.7300297342,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,4.5168167964,0.0150821344,0.0150821344,0.0150821344,1.5596969710,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Type-preserving garbage collectors - Daniel C. Wang, Andrew W. Appel",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,3.5319540025,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,27.1983552907,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,31.6846353781,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.1755629687,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.2608827940,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.0971603615,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,1.1570241452,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","A compiler technique for improving whole-program locality - Mahmut Taylan Kandemir",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,2.2157422222,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,7.5783889853,0.0150821344,0.0150821344,0.0150821344,100.1827605742,0.0150821344,0.0150821344,0.0150821344,0.0150821344,17.0834367558,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
2001,"POPL","Avoiding exponential explosion: generating compact verification conditions - Cormac Flanagan, James B. Saxe",0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,55.3774871285,0.0150821344,1.6963921072,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,3.9713671675,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344,0.0150821344
