Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24
2010,"ICFPEE","Cover Art - ",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Title Page i - ",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Application of WinCC Software to Building Automation System - Zhao Xiu-fen Wang Hong-yu",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","A Service-Oriented Modeling of Production Forecasting - Jinfa Shi Hejun Jiao",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Universal Design Research Based on Make the Best Use of Things in an Aging Society - Yongxiang Liu Feng Wen",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Indoor Analogue Tests for High Temperature Heat Pump and Its Industrial Application - Yongchen Song Wenzhe Yang Zhiguo Wang Xinyao Xiang",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Modelling and Application of Secondary Circuit Signals for Power Grid Intelligent Alarm - Kang Taifeng Wu Wenchuan Sun Hongbin Zhang Boming Li Jingxiong",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","A Hybrid Fault Event Detection Algorithm Using Fault Recorder Data - Kang Taifeng Wu Wenchuan Sun Hongbin Zhang Boming Qian Xiao",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","A Variable N Synchronous Sampling Method for Grid Aperiodic Harmonic Detection and Analysis - Hui Zheng Zhao Chen Dongkai Peng Tianhao Tang",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
2010,"ICFPEE","Developing an Integrated Simulation Model to Design a 100% Renewable Building Energy System - Yangang Xing Neil Hewitt Philip Griffiths",0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595,0.0340941595
