http://dl.acm.org/citation.cfm?id=100296&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ICSE '90"
http://dl.acm.org/citation.cfm?id=1006147&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SIGSOFT '83"
http://dl.acm.org/citation.cfm?id=1007512&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ISSTA '04"
http://dl.acm.org/citation.cfm?id=1013963&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PPDP '04"
http://dl.acm.org/citation.cfm?id=1014007&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PEPM '04"
http://dl.acm.org/citation.cfm?id=1016850&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ICFP '04"
http://dl.acm.org/citation.cfm?id=1017472&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"Haskell '04"
http://dl.acm.org/citation.cfm?id=1022471&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ERLANG '04"
http://dl.acm.org/citation.cfm?id=1024393&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ASPLOS-XI"
http://dl.acm.org/citation.cfm?id=1028480&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"DSM '04"
http://dl.acm.org/citation.cfm?id=1028664&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"OOPSLA '04"
http://dl.acm.org/citation.cfm?id=1028976&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"OOPSLA '04"
http://dl.acm.org/citation.cfm?id=1029873&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ISMM '04"
http://dl.acm.org/citation.cfm?id=1029894&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SIGSOFT '04/FSE-12"
http://dl.acm.org/citation.cfm?id=1032297&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SIGAda '04"
http://dl.acm.org/citation.cfm?id=1040030&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"LUV '92"
http://dl.acm.org/citation.cfm?id=1040032&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"LUV '93"
http://dl.acm.org/citation.cfm?id=1040294&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"TLDI '05"
http://dl.acm.org/citation.cfm?id=1040305&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"POPL '05"
http://dl.acm.org/citation.cfm?id=1045405&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"WITS '05"
http://dl.acm.org/citation.cfm?id=1048922&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"CGO '05"
http://dl.acm.org/citation.cfm?id=1052898&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"AOSD '05"
http://dl.acm.org/citation.cfm?id=1056018&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SoftVis '05"
http://dl.acm.org/citation.cfm?id=1059579&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"IVME '04"
http://dl.acm.org/citation.cfm?id=1062455&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ICSE '05"
http://dl.acm.org/citation.cfm?id=1064979&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"VEE '05"
http://dl.acm.org/citation.cfm?id=1065010&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PLDI '05"
http://dl.acm.org/citation.cfm?id=1065895&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"MSP '04"
http://dl.acm.org/citation.cfm?id=1065910&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"LCTES '05"
http://dl.acm.org/citation.cfm?id=1065944&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PPoPP '05"
http://dl.acm.org/citation.cfm?id=1066129&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"eclipse '04"
http://dl.acm.org/citation.cfm?id=1066677&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SAC '05"
http://dl.acm.org/citation.cfm?id=106972&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ASPLOS-IV"
http://dl.acm.org/citation.cfm?id=1069774&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PPDP '05"
http://dl.acm.org/citation.cfm?id=1083246&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"WODA '05"
http://dl.acm.org/citation.cfm?id=1085099&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"WCFLP '05"
http://dl.acm.org/citation.cfm?id=1085114&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"FDPE '05"
http://dl.acm.org/citation.cfm?id=1085130&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"AADEBUG'05"
http://dl.acm.org/citation.cfm?id=1086365&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ICFP '05"
http://dl.acm.org/citation.cfm?id=1088348&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"Haskell '05"
http://dl.acm.org/citation.cfm?id=1088361&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"ERLANG '05"
http://dl.acm.org/citation.cfm?id=1088454&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"MERLIN '05"
http://dl.acm.org/citation.cfm?id=1094811&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"OOPSLA '05"
http://dl.acm.org/citation.cfm?id=1094855&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"OOPSLA '05"
http://dl.acm.org/citation.cfm?id=109625&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PPOPP '91"
http://dl.acm.org/citation.cfm?id=1101140&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"DSM '05"
http://dl.acm.org/citation.cfm?id=1103846&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"SigAda '05"
http://dl.acm.org/citation.cfm?id=1104973&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"WikiSym '05"
http://dl.acm.org/citation.cfm?id=1108792&CFID=129340085&CFTOKEN=82758019&preflayout=flat,"PASTE '05"
