Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19
2001,"ICFP","A fresh approach to representing syntax with static binders in functional programming - Andrew M. Pitts",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,183.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Generic validation of structural content with parametric modules - Tyng-Ruey Chuang",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,9.2225728366,0.0153865808,0.0153865808,0.0153865808,76.8082003249,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","A simple implementation technique for priority search queues - Ralf Hinze",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,72.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Developing a stage lighting system from scratch - Michael Sperber",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,86.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Charting patterns on price history - Saswat Anand, Wei-Ngan Chin, Siau-Cheng Khoo",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,105.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Real-time FRP - Zhanyong Wan, Walid Taha, Paul Hudak",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,124.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Events in Haskell, and how to implement them - George Russell",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,63.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","A dependently typed assembly language - Hongwei Xi, Robert Harper",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,41.5202883085,0.0153865808,0.0153865808,8.4131450752,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,3.1127263586,0.0153865808,0.0153865808
2001,"ICFP","On regions and linear types (extended abstract) - David Walker, Kevin Watkins",78.0861463586,3.9446268030,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
2001,"ICFP","Compositional explanation of types and algorithmic debugging of type errors - Olaf Chitil",0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,75.7622866386,0.0153865808,0.0153865808,0.0153865808,4.2684865229,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808,0.0153865808
